********************* February 18 Observing Session - beginning 21:12:39 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645227866|Feb 18 23:44:26|24|60.682668|60.683519|-0.651660|-0.710316|10.204216|6.223696|48.567120552413826|193.393556878569996|0.018807|7.598080|8.083968
1645227867|Feb 18 23:44:27|26|60.690155|60.691004|-0.650553|-0.709196|10.264249|6.225402|48.568796426923107|193.388931742666585|-0.044731|8.117504|8.653824
1645227869|Feb 18 23:44:29|25|60.695466|60.696316|-0.651603|-0.710236|10.183994|6.233206|48.567223057608082|193.393179093634814|0.038743|8.291072|8.817920
1645227870|Feb 18 23:44:30|24|60.701347|60.702197|-0.651847|-0.710469|10.159929|6.229487|48.567284655662561|193.390581443099990|0.060841|7.724800|8.252928
1645227872|Feb 18 23:44:32|22|60.707313|60.708162|-0.651111|-0.709722|10.275959|6.232419|48.567584923608280|193.394332226519992|-0.052350|8.803584|9.341952
1645227873|Feb 18 23:44:33|27|60.713335|60.714183|-0.651305|-0.709905|10.204337|6.237751|48.567721691478660|193.391539117254780|0.017157|9.245696|9.817344
1645227874|Feb 18 23:44:34|22|60.719845|60.720693|-0.651373|-0.709961|10.224543|6.228233|48.568067967310874|193.388052889945726|-0.005689|7.189248|7.701504
1645227876|Feb 18 23:44:36|27|60.725193|60.726040|-0.651120|-0.709698|10.237442|6.238024|48.567783391524785|193.392594348658974|-0.015149|8.245248|8.789760
1645227877|Feb 18 23:44:37|23|60.732006|60.732852|-0.651200|-0.709766|10.243903|6.220871|48.568172226047288|193.388654573506500|-0.024593|8.233216|9.129472
1645227879|Feb 18 23:44:39|25|60.737438|60.738285|-0.651594|-0.710149|10.237442|6.238024|48.567265781822194|193.392897120944212|-0.014918|8.266496|8.816640
1645227880|Feb 18 23:44:40|24|60.744478|60.745324|-0.651467|-0.710009|10.222530|6.227613|48.567898808477182|193.388675674619606|-0.003204|11.240448|11.671808
1645227882|Feb 18 23:44:42|25|60.749436|60.750282|-0.651790|-0.710323|10.275959|6.232419|48.566978227776204|193.393641464234122|-0.052872|8.439296|8.882944
1645227883|Feb 18 23:44:43|27|60.755383|60.756227|-0.651045|-0.709567|10.186005|6.233828|48.568024824493264|193.391211932358260|0.035241|7.907584|8.466176
1645227884|Feb 18 23:44:44|21|60.761940|60.762786|-0.652013|-0.710523|10.224543|6.228233|48.567494058810290|193.387413539676743|-0.006172|7.080448|7.556608
1645227886|Feb 18 23:44:46|23|60.767620|60.768464|-0.651507|-0.710007|10.186005|6.233828|48.567517036612387|193.391529314708720|0.035482|7.595264|8.124672
1645227887|Feb 18 23:44:47|25|60.774307|60.775151|-0.651891|-0.710378|10.264249|6.225402|48.567584688701885|193.387695955852848|-0.045664|8.015360|8.480768
1645227889|Feb 18 23:44:49|24|60.779326|60.780169|-0.651986|-0.710464|10.275959|6.232419|48.566899066271361|193.392633014055349|-0.053635|8.456448|9.016576
1645227890|Feb 18 23:44:50|20|60.785279|60.786121|-0.651194|-0.709662|10.186005|6.233828|48.567993073790156|193.390205568627010|0.034479|7.831808|8.294656
1645227892|Feb 18 23:44:52|23|60.790700|60.791540|-0.650419|-0.708876|10.186005|6.233828|48.568235474946192|193.394777732729409|0.037941|7.676160|8.140800
1645227893|Feb 18 23:44:53|26|60.797271|60.798113|-0.651947|-0.710392|10.237442|6.238024|48.567156294400561|193.390810558068495|-0.016498|8.158720|8.609536
1645227894|Feb 18 23:44:54|27|60.802803|60.803644|-0.651735|-0.710170|10.183994|6.233206|48.567605144514872|193.388853621010242|0.035467|8.431104|8.928000
1645227896|Feb 18 23:44:56|24|60.809578|60.810418|-0.651314|-0.709736|10.264249|6.225402|48.567739036684102|193.391318240245170|-0.042922|7.996672|8.458496
1645227897|Feb 18 23:44:57|24|60.815175|60.816015|-0.651344|-0.709756|10.186005|6.233828|48.567961507115406|193.389199090029308|0.033717|7.738112|8.200704
1645227899|Feb 18 23:44:59|22|60.820967|60.821808|-0.651830|-0.710231|10.199673|6.226654|48.567027922895029|193.392881448464607|0.022839|7.721984|8.200960
1645227900|Feb 18 23:45:00|25|60.827407|60.828243|-0.649878|-0.708268|10.224543|6.228233|48.569349731553125|193.390042346090127|-0.004185|7.423488|7.876608
1645227902|Feb 18 23:45:02|25|60.832613|60.833451|-0.651352|-0.709732|10.237442|6.238024|48.567340785639168|193.394331544908169|-0.013832|8.156672|8.576512
1645227903|Feb 18 23:45:03|24|60.839433|60.840271|-0.651503|-0.709871|10.264249|6.225402|48.567660499969357|193.390361244790085|-0.043646|7.929600|8.403968
1645227904|Feb 18 23:45:04|23|60.844858|60.845696|-0.651825|-0.710183|10.237442|6.238024|48.567564821985421|193.388420959613569|-0.018308|8.384000|8.783104
1645227906|Feb 18 23:45:06|20|60.852300|60.853134|-0.649661|-0.708004|10.237442|6.238024|48.569533063848873|193.390360975845198|-0.016843|7.801600|8.241920
1645227907|Feb 18 23:45:07|21|60.857478|60.858314|-0.651103|-0.709437|10.183994|6.233206|48.568291183432976|193.388486917171974|0.035188|8.201472|8.809216
1645227909|Feb 18 23:45:09|23|60.862421|60.863260|-0.652883|-0.711208|10.186005|6.233828|48.565933353994026|193.393085104429360|0.036664|10.365184|11.162624
1645227910|Feb 18 23:45:10|23|60.869192|60.870029|-0.652220|-0.710532|10.224543|6.228233|48.567046588551683|193.389407518733947|-0.004661|7.941120|8.342016
1645227912|Feb 18 23:45:12|23|60.874968|60.875804|-0.651642|-0.709943|10.186005|6.233828|48.567157614174256|193.393399098773955|0.036899|7.950080|8.499968
1645227913|Feb 18 23:45:13|24|60.880247|60.881082|-0.651717|-0.710009|10.183994|6.233206|48.567278820701084|193.391742018012536|0.037655|8.313344|8.915968
1645227915|Feb 18 23:45:15|25|60.887295|60.888129|-0.651589|-0.709868|10.225764|6.230989|48.567172435489127|193.393722129811721|-0.002616|8.243200|8.764672
1645227916|Feb 18 23:45:16|26|60.893612|60.894445|-0.651378|-0.709645|10.204216|6.223696|48.567759872617231|193.390597517524895|0.016565|7.624704|8.080640
1645227917|Feb 18 23:45:17|24|60.899837|60.900668|-0.650357|-0.708612|10.225764|6.230989|48.569128111033486|193.387827525638954|-0.007083|8.159744|8.604672
1645227919|Feb 18 23:45:19|24|60.904479|60.905312|-0.651617|-0.709864|10.224543|6.228233|48.567228683849059|193.393012905241477|-0.001932|7.240192|7.716864
1645227920|Feb 18 23:45:20|24|60.910141|60.910974|-0.651865|-0.710101|10.183994|6.233206|48.567248380538281|193.390740057695155|0.036896|8.201472|8.698624
1645227922|Feb 18 23:45:22|28|60.917103|60.917935|-0.652252|-0.710476|10.186005|6.233828|48.566619231067023|193.392709626327161|0.036378|8.553472|9.073408
1645227923|Feb 18 23:45:23|24|60.923664|60.924496|-0.652029|-0.710241|10.275959|6.232419|48.567261984770873|193.389225466723786|-0.056216|8.511488|9.063936
1645227925|Feb 18 23:45:25|25|60.929085|60.929915|-0.651262|-0.709464|10.275959|6.232419|48.567496031766638|193.393795233640247|-0.052756|8.765184|9.319424
1645227926|Feb 18 23:45:26|22|60.934762|60.935592|-0.651939|-0.710130|10.186005|6.233828|48.567095834145654|193.391385747055494|0.035375|7.603968|8.062208
1645227927|Feb 18 23:45:27|30|60.941222|60.942053|-0.652549|-0.710729|10.264249|6.225402|48.566899765258064|193.387828421973069|-0.045562|8.310528|8.813568
1645227929|Feb 18 23:45:29|24|60.947165|60.947993|-0.651121|-0.709289|10.237442|6.238024|48.567877452043703|193.391800276544927|-0.015750|7.710464|8.151296
1645227930|Feb 18 23:45:30|22|60.952840|60.953668|-0.651634|-0.709792|10.230298|6.228018|48.567637784404845|193.389436387642149|-0.010396|8.282624|8.742400
1645227932|Feb 18 23:45:32|25|60.958961|60.959789|-0.651870|-0.710017|10.222530|6.227613|48.567009060452627|193.392697044804777|-0.000157|9.076992|9.626624
1645227933|Feb 18 23:45:33|24|60.965568|60.966396|-0.651785|-0.709919|10.220006|6.231192|48.567524056797446|193.389107955987754|-0.000352|7.228160|7.732224
1645227935|Feb 18 23:45:35|23|60.971209|60.972037|-0.651938|-0.710062|10.275959|6.232419|48.566891295999540|193.393103704633489|-0.053279|8.551168|9.087744
1645227936|Feb 18 23:45:36|22|60.978194|60.979022|-0.652282|-0.710393|10.264249|6.225402|48.567050803567803|193.388836957963122|-0.044799|8.162560|8.694016
1645227937|Feb 18 23:45:37|21|60.982356|60.983182|-0.651250|-0.709353|10.238154|6.221073|48.568063861600216|193.389137855036438|-0.018479|7.754496|8.291328
1645227939|Feb 18 23:45:39|24|60.988651|60.989475|-0.650735|-0.708827|10.208886|6.234770|48.568204770114491|193.392342055158508|0.013215|8.818432|9.335040
1645227940|Feb 18 23:45:40|22|60.994753|60.995577|-0.650998|-0.709078|10.237442|6.238024|48.568287456501167|193.389410477015133|-0.017560|7.610624|8.104192
1645227942|Feb 18 23:45:42|24|61.000678|61.001503|-0.652015|-0.710084|10.255581|6.227872|48.566855373560394|193.392752588671868|-0.033167|7.740160|8.287744
1645227943|Feb 18 23:45:43|23|61.007102|61.007925|-0.650993|-0.709051|10.186005|6.233828|48.568259334016858|193.389686392508537|0.034086|7.692800|8.126720
1645227945|Feb 18 23:45:45|23|61.012246|61.013070|-0.651494|-0.709542|10.225764|6.230989|48.567197033024641|193.394328792526665|-0.002157|8.273408|8.872704
1645227946|Feb 18 23:45:46|23|61.018881|61.019703|-0.650937|-0.708972|10.264249|6.225402|48.568181223118188|193.390825027150385|-0.043296|8.051712|8.531200
1645227947|Feb 18 23:45:47|21|61.024669|61.025491|-0.651173|-0.709198|10.237442|6.238024|48.568234172416766|193.388366924687602|-0.018350|7.985152|8.423424
1645227949|Feb 18 23:45:49|25|61.030815|61.031636|-0.650947|-0.708961|10.248641|6.231937|48.568064252025273|193.391714257653064|-0.027015|11.560448|12.184576
1645227950|Feb 18 23:45:50|23|61.036915|61.037737|-0.651646|-0.709648|10.237442|6.238024|48.567717328802587|193.388669555480504|-0.018120|8.098560|8.602880
1645227952|Feb 18 23:45:52|25|61.043455|61.044276|-0.651441|-0.709431|10.222530|6.227613|48.567597430986559|193.391425476496096|-0.001121|9.207296|9.762560
1645227953|Feb 18 23:45:53|23|61.049252|61.050072|-0.651201|-0.709181|10.225764|6.230989|48.568120475880733|193.389081993306462|-0.006131|8.598528|9.045504
1645227955|Feb 18 23:45:55|21|61.054910|61.055730|-0.651436|-0.709406|10.281717|6.232203|48.567409978610300|193.393031024977091|-0.059092|8.134144|8.625664
1645227956|Feb 18 23:45:56|24|61.061717|61.062535|-0.650887|-0.708844|10.237442|6.238024|48.568416666792359|193.389269225335909|-0.017667|7.759872|8.363264
1645227957|Feb 18 23:45:57|22|61.066203|61.067023|-0.652069|-0.710017|10.222530|6.227613|48.567308979619902|193.388494501760647|-0.003340|9.381376|9.857792
1645227959|Feb 18 23:45:59|23|61.071477|61.072296|-0.651769|-0.709708|10.264249|6.225402|48.567056590101636|193.393158580326798|-0.041527|7.855872|8.331008
1645227960|Feb 18 23:46:00|22|61.078591|61.079409|-0.651695|-0.709620|10.224543|6.228233|48.567651058482646|193.388812333377757|-0.005113|7.153152|7.613952
1645227962|Feb 18 23:46:02|23|61.084503|61.085320|-0.651522|-0.709437|10.237442|6.238024|48.567386833657991|193.392493338892422|-0.015224|8.146688|17.659392
1645227963|Feb 18 23:46:03|23|61.090813|61.091631|-0.651791|-0.709694|10.264249|6.225402|48.567500968027076|193.389249742692300|-0.044488|7.856384|8.403200
1645227965|Feb 18 23:46:05|21|61.096786|61.097602|-0.651068|-0.708959|10.225764|6.230989|48.567789941031556|193.392988301982086|-0.003173|8.078080|8.581632
1645227966|Feb 18 23:46:06|23|61.102214|61.103028|-0.650661|-0.708542|10.186005|6.233828|48.568412001247061|193.391239207302732|0.035261|7.628544|8.062464
1645227967|Feb 18 23:46:07|20|61.108449|61.109265|-0.651501|-0.709371|10.264249|6.225402|48.567949838007337|193.387954377604075|-0.045469|8.155648|8.598272
1645227969|Feb 18 23:46:09|20|61.115192|61.116007|-0.651991|-0.709848|10.302127|6.236753|48.567182045056548|193.390222819617549|-0.081629|8.979200|9.784832
1645227970|Feb 18 23:46:10|24|61.120997|61.121810|-0.650629|-0.708476|10.224543|6.228233|48.568810421860377|193.388167818515740|-0.005603|7.407104|7.984128
1645227972|Feb 18 23:46:12|20|61.126689|61.127503|-0.651584|-0.709420|10.186005|6.233828|48.567398154510315|193.391873978306023|0.035744|7.578880|8.101888
1645227973|Feb 18 23:46:13|22|61.132287|61.133101|-0.651627|-0.709453|10.157923|6.228866|48.567607370253505|193.389750824136854|0.062218|49.005824|49.624832
1645227975|Feb 18 23:46:15|23|61.138926|61.139740|-0.652046|-0.709859|10.186005|6.233828|48.566891271452818|193.392191389800843|0.035985|49.561088|50.334720
1645227976|Feb 18 23:46:16|25|61.144911|61.145725|-0.652000|-0.709803|10.255581|6.227872|48.567256422035456|193.389516438243874|-0.035618|49.711360|50.636544
1645227978|Feb 18 23:46:18|23|61.151466|61.152278|-0.651411|-0.709201|10.237442|6.238024|48.567517160930159|193.392352894262729|-0.015331|49.587456|50.417920
1645227979|Feb 18 23:46:19|24|61.156724|61.157535|-0.650869|-0.708649|10.183994|6.233206|48.568242225182971|193.390892371244263|0.037009|51.028480|51.452928
1645227980|Feb 18 23:46:20|21|61.163711|61.164521|-0.651265|-0.709032|10.186005|6.233828|48.568350625731767|193.386609911532901|0.031756|48.941568|49.356288
1645227982|Feb 18 23:46:22|21|61.168338|61.169148|-0.651334|-0.709093|10.222530|6.227613|48.567620614769176|193.392136520404080|-0.000583|49.265408|49.679616
1645227983|Feb 18 23:46:23|24|61.175906|61.176716|-0.651412|-0.709157|10.225764|6.230989|48.568145594433659|193.387074781696782|-0.007651|50.799616|51.262976
1645227985|Feb 18 23:46:25|25|61.182451|61.183262|-0.651909|-0.709642|10.275959|6.232419|48.567335406334372|193.389633955629222|-0.055907|49.602304|50.061056
1645227986|Feb 18 23:46:26|23|61.188137|61.188947|-0.651882|-0.709604|10.225764|6.230989|48.567629640539941|193.387398916083953|-0.007404|50.407936|50.862848
1645227988|Feb 18 23:46:28|25|61.193628|61.194438|-0.652057|-0.709770|10.237442|6.238024|48.566948267878708|193.391612928538905|-0.015890|50.089984|50.625792
1645227989|Feb 18 23:46:29|20|61.200759|61.201567|-0.651597|-0.709296|10.237442|6.238024|48.567925294587958|193.387345656665246|-0.019123|53.527296|53.995776
1645227991|Feb 18 23:46:31|23|61.206757|61.207563|-0.651016|-0.708704|10.257839|6.242580|48.568078490696479|193.391008475824407|-0.036748|49.198080|49.683200
1645227992|Feb 18 23:46:32|20|61.213122|61.213928|-0.650941|-0.708618|10.279225|6.235796|48.568540048845414|193.387775916470872|-0.060582|48.825088|49.273344
1645227994|Feb 18 23:46:34|20|61.221262|61.222067|-0.650425|-0.708087|10.222530|6.227613|48.569009604186171|193.388234908252940|-0.003540|51.025152|51.501568
1645227995|Feb 18 23:46:35|21|61.223503|61.224309|-0.651558|-0.709216|10.186005|6.233828|48.567550809664290|193.390811738263324|0.034939|49.207808|49.647872
1645227997|Feb 18 23:46:37|23|61.230562|61.231366|-0.650816|-0.708460|10.225764|6.230989|48.568051435977019|193.392940639532213|-0.003209|49.773056|50.186752
1645227998|Feb 18 23:46:38|24|61.237070|61.237873|-0.650677|-0.708309|10.224543|6.228233|48.568601805247695|193.389512711922862|-0.004584|48.577536|49.017600
1645228000|Feb 18 23:46:40|24|61.242793|61.243597|-0.651285|-0.708907|10.225764|6.230989|48.567535581126350|193.393264880100844|-0.002963|50.471680|50.911744
1645228001|Feb 18 23:46:41|23|61.249221|61.250024|-0.650883|-0.708492|10.264249|6.225402|48.568330904429281|193.390027119994897|-0.043901|49.449216|49.881600
1645228003|Feb 18 23:46:43|23|61.255628|61.256431|-0.651313|-0.708911|10.202207|6.223077|48.567561439421517|193.392810343999543|0.020250|50.232320|50.648064
1645228004|Feb 18 23:46:44|24|61.262607|61.263408|-0.650550|-0.708135|10.237442|6.238024|48.568809167351660|193.388849894446423|-0.017986|49.237248|49.722112
1645228006|Feb 18 23:46:46|23|61.268713|61.269516|-0.651866|-0.709439|10.275959|6.232419|48.567115442009886|193.391843867726948|-0.054233|50.436096|50.878208
1645228007|Feb 18 23:46:47|23|61.273876|61.274677|-0.651218|-0.708782|10.222530|6.227613|48.567927748100402|193.390552189188185|-0.001783|50.214656|50.701824
1645228009|Feb 18 23:46:49|23|61.280754|61.281554|-0.650846|-0.708397|10.248641|6.231937|48.568031621760277|193.392850652622087|-0.026154|50.910208|51.388160
1645228010|Feb 18 23:46:50|22|61.287097|61.287898|-0.651495|-0.709035|10.237442|6.238024|48.567776549299502|193.389456320206222|-0.017524|49.761792|50.208768
1645228011|Feb 18 23:46:51|23|61.292227|61.293028|-0.651966|-0.709495|10.230298|6.228018|48.567482686968489|193.387915072090493|-0.011547|50.012928|50.791424
1645228013|Feb 18 23:46:53|24|61.299375|61.300172|-0.650360|-0.707876|10.183994|6.233206|48.568848602424175|193.390142384525348|0.036440|51.159552|51.944704
1645228014|Feb 18 23:46:54|25|61.305319|61.306121|-0.652560|-0.710066|10.224543|6.228233|48.566996402961628|193.386925415808179|-0.006540|49.962240|50.381056
1645228016|Feb 18 23:46:56|24|61.310633|61.311432|-0.651568|-0.709064|10.264249|6.225402|48.567433194085176|193.391716029091299|-0.042620|49.768192|50.233600
1645228017|Feb 18 23:46:57|23|61.317978|61.318773|-0.650194|-0.707676|10.257839|6.242580|48.569347581838677|193.387375538545712|-0.039501|49.374464|49.790976
1645228019|Feb 18 23:46:59|22|61.323148|61.323946|-0.651972|-0.709444|10.317691|6.230197|48.567031976363104|193.391636778174757|-0.096122|49.391104|49.851392
1645228020|Feb 18 23:47:00|24|61.329569|61.330364|-0.650436|-0.707897|10.237442|6.238024|48.568941514374892|193.388712498450616|-0.018090|50.534656|50.945536
1645228022|Feb 18 23:47:02|28|61.336150|61.336949|-0.652346|-0.709794|10.279225|6.235796|48.566746988381652|193.390839950369497|-0.058258|51.541760|51.989248
1645228023|Feb 18 23:47:03|26|61.341439|61.342237|-0.652144|-0.709582|10.230298|6.228018|48.567143024668802|193.389242354789815|-0.010541|50.810880|51.264768
1645228025|Feb 18 23:47:05|23|61.348945|61.349738|-0.650448|-0.707873|10.237442|6.238024|48.568661253726233|193.390962304290014|-0.016386|49.398784|50.223104
1645228026|Feb 18 23:47:06|26|61.354721|61.355514|-0.650842|-0.708256|10.264249|6.225402|48.568557134199864|193.388480387412869|-0.045072|51.187456|51.962368
1645228028|Feb 18 23:47:08|25|61.361771|61.362566|-0.651403|-0.708804|10.222530|6.227613|48.567773187376822|193.390270880131766|-0.001996|51.658240|52.079872
1645228029|Feb 18 23:47:09|26|61.366940|61.367734|-0.651319|-0.708710|10.264249|6.225402|48.568031877935027|193.388819869363260|-0.044814|50.359552|50.844160
1645228031|Feb 18 23:47:11|23|61.373434|61.374233|-0.654265|-0.711644|10.264249|6.225402|48.564802327898555|193.390799475319483|-0.043309|49.074944|49.555968
1645228032|Feb 18 23:47:12|22|61.377737|61.378532|-0.652470|-0.709841|10.275959|6.232419|48.566591141205059|193.391095862539402|-0.054798|49.085952|49.501184
1645228034|Feb 18 23:47:14|22|61.384861|61.385655|-0.652014|-0.709372|10.275959|6.232419|48.566820866775018|193.393049917004248|-0.053319|50.086656|50.502400
1645228035|Feb 18 23:47:15|24|61.391105|61.391896|-0.651093|-0.708439|10.237442|6.238024|48.568093723855249|193.390224923086663|-0.016943|50.684416|51.119616
1645228036|Feb 18 23:47:16|24|61.397881|61.398671|-0.650637|-0.707971|10.183994|6.233206|48.569003584310508|193.386483801205316|0.033670|51.342592|51.781120
1645228038|Feb 18 23:47:18|23|61.403187|61.403977|-0.650732|-0.708056|10.186005|6.233828|48.568369075282924|193.390994086750396|0.035076|51.716352|52.294656
1645228039|Feb 18 23:47:19|23|61.409278|61.410068|-0.651264|-0.708577|10.222530|6.227613|48.568184445052083|193.388007019890011|-0.003711|50.952192|51.473408
1645228041|Feb 18 23:47:21|22|61.415581|61.416373|-0.652404|-0.709705|10.281717|6.232203|48.566698329075734|193.390754167547527|-0.060815|50.415872|50.932736
1645228042|Feb 18 23:47:22|23|61.422352|61.423142|-0.651558|-0.708846|10.183994|6.233206|48.567991494231798|193.387124652954810|0.034157|53.335296|53.802496
1645228044|Feb 18 23:47:24|23|61.429927|61.430720|-0.653778|-0.711052|10.180242|6.234031|48.565667683174880|193.387691531594157|0.038343|48.736512|49.517312
1645228045|Feb 18 23:47:25|22|61.434786|61.435574|-0.651187|-0.708452|10.186005|6.233828|48.568338815550497|193.387373749884858|0.032334|50.152960|50.616064
1645228047|Feb 18 23:47:27|23|61.440489|61.441277|-0.651501|-0.708755|10.255581|6.227872|48.567558942140984|193.391235215929555|-0.034317|50.823680|51.252224
1645228048|Feb 18 23:47:28|23|61.446815|61.447603|-0.651912|-0.709155|10.270000|6.225187|48.567535217680025|193.387930137090279|-0.051238|50.219264|50.680832
1645228050|Feb 18 23:47:30|21|61.452790|61.453580|-0.652956|-0.710188|10.264249|6.225402|48.566085114118955|193.391191177281428|-0.043015|48.492288|49.236736
1645228051|Feb 18 23:47:31|20|61.459251|61.460037|-0.651406|-0.708626|10.210102|6.237535|48.568015499380238|193.388212219927681|0.008873|49.758720|50.225664
1645228053|Feb 18 23:47:33|23|61.465321|61.466107|-0.651732|-0.708940|10.264249|6.225402|48.567289413352334|193.391524588703930|-0.042765|49.597440|50.009088
1645228054|Feb 18 23:47:34|21|61.471806|61.472590|-0.650865|-0.708062|10.186005|6.233828|48.568551871643486|193.388326848619414|0.033056|49.492224|49.920000
1645228056|Feb 18 23:47:36|22|61.477720|61.478507|-0.652314|-0.709499|10.224543|6.228233|48.566692707749006|193.391569258950454|-0.003023|49.050112|49.481216
1645228057|Feb 18 23:47:37|23|61.483860|61.484644|-0.651225|-0.708399|10.225764|6.230989|48.568112100613604|193.388944037684212|-0.006236|49.829376|50.252800
1645228059|Feb 18 23:47:39|23|61.489760|61.490546|-0.652686|-0.709849|10.264249|6.225402|48.566239325673799|193.392204707180923|-0.042248|48.917504|49.361920
1645228060|Feb 18 23:47:40|23|61.496091|61.496874|-0.651694|-0.708846|10.225764|6.230989|48.567596751192717|193.389269518249023|-0.005988|49.659648|50.092544
1645228062|Feb 18 23:47:42|21|61.502709|61.503494|-0.652471|-0.709610|10.275959|6.232419|48.566523679089421|193.391645399866746|-0.054382|49.256448|49.672192
1645228063|Feb 18 23:47:43|24|61.508533|61.509314|-0.650900|-0.708028|10.270000|6.225187|48.568362284498058|193.389618761075440|-0.049961|49.915648|50.371072
1645228064|Feb 18 23:47:44|21|61.515443|61.516226|-0.651701|-0.708817|10.225764|6.230989|48.568058175701651|193.385340999992422|-0.008964|50.299648|50.784000
1645228066|Feb 18 23:47:46|23|61.520862|61.521643|-0.650929|-0.708035|10.225764|6.230989|48.568297031234884|193.389915877046064|-0.005500|49.719296|50.138880
1645228067|Feb 18 23:47:47|23|61.527487|61.528268|-0.651728|-0.708821|10.275959|6.232419|48.567945147502101|193.386063415477281|-0.058611|49.238016|49.686784
1645228069|Feb 18 23:47:49|27|61.533298|61.534078|-0.651464|-0.708547|10.186005|6.233828|48.567752900596155|193.389918897762811|0.034263|51.940352|52.365056
1645228070|Feb 18 23:47:50|24|61.539467|61.540246|-0.651252|-0.708323|10.224543|6.228233|48.568315188442277|193.387015217073781|-0.006475|49.551360|49.974784
1645228072|Feb 18 23:47:52|24|61.545535|61.546315|-0.651925|-0.708984|10.186005|6.233828|48.567246828438719|193.390238136351314|0.034505|49.885696|50.353152
1645228073|Feb 18 23:47:53|25|61.551692|61.552471|-0.651720|-0.708768|10.224543|6.228233|48.567799445610355|193.387349232051150|-0.006221|50.901504|51.327744
1645228075|Feb 18 23:47:55|24|61.558201|61.558980|-0.652132|-0.709167|10.281717|6.232203|48.567067002259627|193.389986494372693|-0.061397|50.533632|50.966528
1645228076|Feb 18 23:47:56|23|61.563917|61.564696|-0.652189|-0.709214|10.224543|6.228233|48.567283724072361|193.387683322297733|-0.005967|48.109056|48.731392
1645228078|Feb 18 23:47:58|25|61.571310|61.572089|-0.652711|-0.709722|10.275959|6.232419|48.566598707613231|193.388976330879245|-0.056403|50.222080|50.641152
1645228079|Feb 18 23:47:59|24|61.576731|61.577508|-0.651943|-0.708945|10.275959|6.232419|48.567574600819221|193.387334021478978|-0.057649|49.796864|50.241792
1645228081|Feb 18 23:48:01|25|61.582416|61.583193|-0.651871|-0.708862|10.204216|6.223696|48.567172292140995|193.391324815665627|0.017117|51.139328|51.893760
1645228082|Feb 18 23:48:02|27|61.589966|61.590742|-0.652137|-0.709114|10.237442|6.238024|48.567508543454785|193.386240247138829|-0.019959|51.176448|51.593728
1645228084|Feb 18 23:48:04|25|61.596065|61.596841|-0.652201|-0.709167|10.302127|6.236753|48.567044628707002|193.389578841487747|-0.082116|51.208448|51.640320
1645228085|Feb 18 23:48:05|23|61.601490|61.602264|-0.651436|-0.708391|10.302127|6.236753|48.568019361257029|193.387929966597454|-0.083366|49.634048|50.056704
1645228087|Feb 18 23:48:07|22|61.607635|61.608409|-0.651837|-0.708781|10.237442|6.238024|48.567232584577141|193.391110933757034|-0.016271|51.069440|51.567104
1645228088|Feb 18 23:48:08|22|61.613908|61.614683|-0.652046|-0.708978|10.225764|6.230989|48.567398288524757|193.387939194052450|-0.006995|49.750272|50.172928
1645228090|Feb 18 23:48:10|24|61.619125|61.619898|-0.651798|-0.708720|10.270000|6.225187|48.567085357811408|193.392674380954389|-0.047645|50.482432|51.080704
1645228091|Feb 18 23:48:11|21|61.625929|61.626704|-0.653043|-0.709953|10.270000|6.225187|48.566326109087434|193.388435403247144|-0.050853|48.836096|49.302528
1645228092|Feb 18 23:48:12|20|61.632090|61.632863|-0.651957|-0.708855|10.279225|6.235796|48.567746489959582|193.385777148315924|-0.062094|48.705536|49.131008
1645228094|Feb 18 23:48:14|24|61.638679|61.639450|-0.651280|-0.708167|10.225764|6.230989|48.568098943398738|193.388587246772886|-0.006506|30.965248|31.382272
1645228095|Feb 18 23:48:15|24|61.644440|61.645213|-0.652844|-0.709719|10.264249|6.225402|48.566840730444412|193.385813975498593|-0.047088|30.455552|30.878720
1645228097|Feb 18 23:48:17|24|61.650750|61.651521|-0.651414|-0.708278|10.275959|6.232419|48.567884985706321|193.389239076854381|-0.056207|29.923584|30.369536
1645228098|Feb 18 23:48:18|22|61.656663|61.657434|-0.652309|-0.709162|10.255581|6.227872|48.567311790406066|193.386420152311899|-0.037962|30.477824|30.906112
1645228100|Feb 18 23:48:20|26|61.662426|61.663196|-0.651650|-0.708492|10.222530|6.227613|48.567500317086470|193.390452947978389|-0.001857|30.600704|31.052288
1645228101|Feb 18 23:48:21|22|61.670107|61.670875|-0.651438|-0.708266|10.275959|6.232419|48.568330892756229|193.385301188850434|-0.059189|29.530880|30.089216
