********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619494722|Apr 27 03:38:42|14|250.884559|250.883005|1.537787|1.578438|84.443049|6.225161|26.194098051777615|111.938613410079554|-129.752913|44.361472|44.831232
1619494723|Apr 27 03:38:43|13|250.889955|250.888400|1.537066|1.577706|84.434459|6.222268|26.192725047953097|111.938230754180381|-129.744459|50.445568|50.927872
1619494725|Apr 27 03:38:45|12|250.896530|250.894978|1.538222|1.578850|84.400026|6.226533|26.194804283492445|111.938709526241723|-129.709863|42.833408|43.320576
1619494726|Apr 27 03:38:46|12|250.902322|250.900769|1.537419|1.578035|84.352996|6.226117|26.193092041548958|111.938081321962088|-129.663066|52.911616|53.687040
1619494728|Apr 27 03:38:48|12|250.908753|250.907201|1.537708|1.578312|84.400026|6.226533|26.194663612303252|111.939361441302609|-129.709584|49.797632|50.251264
1619494729|Apr 27 03:38:49|11|250.914666|250.913115|1.538152|1.578745|84.387458|6.221860|26.193743244352213|111.937650240469409|-129.697724|48.605952|49.063680
1619494731|Apr 27 03:38:51|12|250.920556|250.919005|1.537983|1.578565|84.469697|6.224230|26.195376890553504|111.939715798901787|-129.779117|41.894912|42.320384
1619494732|Apr 27 03:38:52|14|250.925853|250.924303|1.538200|1.578771|84.365547|6.230799|26.194733707621971|111.938667529525901|-129.675400|44.262656|44.772864
1619494734|Apr 27 03:38:54|11|250.932492|250.930942|1.537948|1.578506|84.435278|6.228495|26.195776639573594|111.940212464896888|-129.744495|48.157696|48.671488
1619494735|Apr 27 03:38:55|14|250.939351|250.937803|1.538396|1.578941|84.383657|6.226966|26.194186909314951|111.937756666879210|-129.693886|52.876800|53.487104
1619494736|Apr 27 03:38:56|13|250.945249|250.943700|1.537884|1.578418|84.400026|6.226533|26.192604721969758|111.936815590507706|-129.710625|50.910208|51.504640
1619494738|Apr 27 03:38:58|12|250.951898|250.950349|1.537799|1.578320|84.395247|6.218529|26.193758061676796|111.938220147692689|-129.705271|41.209856|41.944832
1619494739|Apr 27 03:38:59|14|250.958044|250.956497|1.538349|1.578858|84.482332|6.228904|26.192746036076031|111.936242278260309|-129.793176|45.773568|46.297344
1619494741|Apr 27 03:39:01|12|250.963860|250.962313|1.538084|1.578582|84.426686|6.225601|26.194365090989344|111.938442031237017|-129.736628|49.805056|50.448128
1619494742|Apr 27 03:39:02|13|250.969000|250.967453|1.538101|1.578589|84.435278|6.228495|26.193693386279790|111.937675449083855|-129.745532|50.532096|51.034624
1619494744|Apr 27 03:39:04|13|250.976328|250.974782|1.538063|1.578537|84.365547|6.230799|26.194397110331593|111.938511029770766|-129.675460|48.733952|49.613056
1619494745|Apr 27 03:39:05|14|250.981727|250.980179|1.537559|1.578023|84.408607|6.229429|26.193175875974987|111.937953799505053|-129.718733|46.269184|46.737920
1619494747|Apr 27 03:39:07|13|250.988631|250.987086|1.538748|1.579199|84.400026|6.226533|26.195043740640862|111.938149441325024|-129.710105|45.741312|46.317312
1619494748|Apr 27 03:39:08|13|250.993980|250.992435|1.538045|1.578486|84.391454|6.223634|26.193717037356230|111.937788547000551|-129.701661|51.478528|52.053248
1619494750|Apr 27 03:39:10|14|251.000351|250.998806|1.538242|1.578670|84.426686|6.225601|26.195266426202465|111.939187813366416|-129.736329|49.614592|50.132224
1619494751|Apr 27 03:39:11|14|251.006558|251.005015|1.538981|1.579398|84.439292|6.230278|26.194344723552959|111.937013343987886|-129.749839|52.031744|52.810496
1619494753|Apr 27 03:39:13|15|251.013077|251.011532|1.537717|1.578121|84.400026|6.226533|26.194761403893764|111.939453949879749|-129.709546|45.818880|46.510080
1619494754|Apr 27 03:39:14|15|251.019457|251.017914|1.538407|1.578798|84.426686|6.225601|26.193680897062571|111.937181920286505|-129.737150|49.591808|63.107584
1619494756|Apr 27 03:39:16|13|251.025898|251.024355|1.538085|1.578464|84.482332|6.228904|26.194815653943500|111.938938114130593|-129.792071|60.231168|60.799744
1619494757|Apr 27 03:39:17|12|251.032186|251.030642|1.537891|1.578258|84.400026|6.226533|26.193180075197006|111.937438895769972|-129.710371|51.138560|51.973632
1619494759|Apr 27 03:39:19|13|251.038564|251.037022|1.538571|1.578926|84.426686|6.225601|26.195064439460559|111.938449557835597|-129.736638|50.246912|50.779904
1619494760|Apr 27 03:39:20|14|251.043944|251.042401|1.538016|1.578360|84.469697|6.224230|26.193819570908623|111.937948176930348|-129.779838|55.526144|57.172992
1619494762|Apr 27 03:39:22|13|251.050138|251.048596|1.538093|1.578426|84.439292|6.230278|26.195410411028327|111.939580468824545|-129.748770|49.395200|50.226944
1619494763|Apr 27 03:39:23|13|251.055949|251.054408|1.538564|1.578885|84.426686|6.225601|26.194581420093208|111.937928276631482|-129.736850|48.926464|49.663744
1619494765|Apr 27 03:39:25|13|251.063005|251.061463|1.537529|1.577836|84.426686|6.225601|26.194776691715838|111.939766584463996|-129.736074|51.214592|51.744512
1619494766|Apr 27 03:39:26|15|251.068169|251.066629|1.538043|1.578341|84.426686|6.225601|26.194437498139337|111.938586833019585|-129.736568|51.658496|52.753152
1619494767|Apr 27 03:39:27|13|251.075055|251.073516|1.538728|1.579013|84.426686|6.225601|26.192995457842088|111.935922732019705|-129.737671|50.226688|50.699264
1619494769|Apr 27 03:39:29|14|251.080905|251.079364|1.537549|1.577822|84.400026|6.226533|26.193947044666245|111.938820257165162|-129.709800|50.475520|50.919424
1619494770|Apr 27 03:39:30|12|251.087276|251.085737|1.538207|1.578468|84.426686|6.225601|26.192851459385423|111.936581360087743|-129.737389|52.038912|52.728832
1619494772|Apr 27 03:39:32|14|251.092989|251.091451|1.538238|1.578488|84.408607|6.229429|26.194751225408297|111.938626997598604|-129.718477|45.060864|45.936128
1619494773|Apr 27 03:39:33|11|251.099497|251.097957|1.537685|1.577923|84.426686|6.225601|26.192707407009991|111.937240040634308|-129.737107|42.189824|42.711040
1619494775|Apr 27 03:39:35|13|251.105179|251.103641|1.538238|1.578465|84.400026|6.226533|26.194996519428344|111.938896966528773|-129.709787|48.583168|49.037824
1619494776|Apr 27 03:39:36|13|251.110944|251.109408|1.538724|1.578940|84.387458|6.221860|26.194210491900968|111.937267861960336|-129.697895|53.556736|56.139520
1619494778|Apr 27 03:39:38|13|251.117402|251.115864|1.537722|1.577925|84.400026|6.226533|26.194854852895773|111.939549668756030|-129.709507|54.473216|56.227584
1619494779|Apr 27 03:39:39|14|251.124288|251.122752|1.538411|1.578601|84.400026|6.226533|26.193414516085923|111.936882472718779|-129.710612|49.880064|50.658816
1619494781|Apr 27 03:39:41|14|251.130678|251.129141|1.537940|1.578118|84.392230|6.229866|26.194480889917692|111.938795710659775|-129.702024|42.473984|43.045632
1619494782|Apr 27 03:39:42|12|251.136511|251.134974|1.537894|1.578061|84.400026|6.226533|26.193272778001344|111.937535252026635|-129.710332|43.130880|43.622912
1619494784|Apr 27 03:39:44|15|251.142851|251.141315|1.537949|1.578104|84.383657|6.226966|26.194744296347949|111.939071560934735|-129.693339|55.753472|56.533248
1619494785|Apr 27 03:39:45|13|251.148734|251.147197|1.537378|1.577521|84.400026|6.226533|26.193130989318043|111.938188087168655|-129.710052|50.577664|51.063040
1619494787|Apr 27 03:39:47|13|251.155094|251.153559|1.538004|1.578135|84.426686|6.225601|26.194989566526729|111.939255728081889|-129.736295|43.245312|43.729920
1619494788|Apr 27 03:39:48|14|251.160784|251.159251|1.538583|1.578703|84.400026|6.226533|26.194321763561668|111.937612401033917|-129.710320|48.775936|49.313536
1619494790|Apr 27 03:39:50|15|251.167086|251.165552|1.538064|1.578172|84.326323|6.227046|26.195416707670226|111.939633100008905|-129.635779|45.982720|46.468608
1619494791|Apr 27 03:39:51|17|251.173561|251.172028|1.538051|1.578146|84.387458|6.221860|26.193775093659511|111.937843768228021|-129.697642|44.907008|45.545472
1619494792|Apr 27 03:39:52|15|251.179365|251.177832|1.538681|1.578765|84.426686|6.225601|26.193063514083484|111.936071255242453|-129.737609|43.515392|44.000256
1619494794|Apr 27 03:39:54|14|251.185667|251.184134|1.538183|1.578255|84.352996|6.226117|26.194173082565037|111.938075125987098|-129.663090|43.905024|44.900608
1619494795|Apr 27 03:39:55|14|251.191585|251.190053|1.538159|1.578220|84.426686|6.225601|26.192919089296545|111.936730352383947|-129.737327|49.214208|50.113024
1619494797|Apr 27 03:39:57|14|251.197363|251.195832|1.538223|1.578272|84.408607|6.229429|26.194796192997337|111.938699887018515|-129.718447|46.338048|47.038976
1619494798|Apr 27 03:39:58|15|251.203806|251.202274|1.537637|1.577674|84.426686|6.225601|26.192774617617069|111.937389509110801|-129.737044|50.035200|50.642944
1619494800|Apr 27 03:40:00|13|251.210165|251.208635|1.538330|1.578355|84.439292|6.230278|26.194681283153599|111.938405027732557|-129.749255|50.210560|50.670848
1619494801|Apr 27 03:40:01|15|251.216562|251.215030|1.537205|1.577218|84.400026|6.226533|26.192313373485057|111.937557588291597|-129.710304|50.457600|50.921472
1619494803|Apr 27 03:40:03|16|251.222245|251.220714|1.537717|1.577718|84.387458|6.221860|26.194573283535526|111.939247483850693|-129.697062|55.799040|56.739840
1619494804|Apr 27 03:40:04|14|251.228077|251.226547|1.538313|1.578304|84.426686|6.225601|26.193817403208605|111.937478880183306|-129.737026|42.080768|42.573568
1619494806|Apr 27 03:40:06|16|251.233877|251.232348|1.538389|1.578368|84.408607|6.229429|26.195686687744228|111.939421782008893|-129.718158|44.034816|44.494336
1619494807|Apr 27 03:40:07|17|251.240836|251.239307|1.537893|1.577859|84.400026|6.226533|26.193361719424480|111.937635460461706|-129.710291|50.004224|50.443520
1619494809|Apr 27 03:40:09|15|251.247183|251.245654|1.537977|1.577931|84.383657|6.226966|26.194848825115329|111.939142732829040|-129.693310|43.421440|43.888640
1619494810|Apr 27 03:40:10|15|251.252951|251.251422|1.537917|1.577859|84.391454|6.223634|26.193676165925254|111.937945358062578|-129.701593|50.032896|50.835200
1619494812|Apr 27 03:40:12|15|251.259404|251.257876|1.537953|1.577884|84.426686|6.225601|26.195054869316074|111.939407361397599|-129.736231|49.675264|50.189824
1619494813|Apr 27 03:40:13|14|251.265223|251.263696|1.538038|1.577957|84.408607|6.229429|26.193947922022076|111.938054055869387|-129.718705|49.515520|50.011904
1619494815|Apr 27 03:40:15|14|251.272168|251.270640|1.537547|1.577453|84.400026|6.226533|26.194605832991030|111.939548798944728|-129.709503|44.375552|44.831232
1619494816|Apr 27 03:40:16|15|251.277333|251.275806|1.538063|1.577959|84.400026|6.226533|26.194267611137619|111.938367030276893|-129.709998|45.452800|45.954816
1619494817|Apr 27 03:40:17|14|251.284350|251.282823|1.537736|1.577618|84.365547|6.230799|26.192019252602357|111.936402154908876|-129.676310|45.003776|45.455104
1619494819|Apr 27 03:40:19|15|251.290694|251.289169|1.538302|1.578172|84.392230|6.229866|26.193847583853120|111.937529463482889|-129.702549|49.890560|50.398208
1619494820|Apr 27 03:40:20|15|251.296614|251.295085|1.536514|1.576372|84.400026|6.226533|26.191352012741469|111.937582472266001|-129.710276|52.616960|53.127680
1619494822|Apr 27 03:40:22|15|251.302939|251.301413|1.537527|1.577373|84.469697|6.224230|26.193508331519446|111.938370685529421|-129.779652|49.327104|50.014720
1619494823|Apr 27 03:40:23|15|251.308665|251.307139|1.537717|1.577553|84.400026|6.226533|26.192542186057118|111.937007443391224|-129.710542|49.814016|50.308608
1619494825|Apr 27 03:40:25|15|251.315001|251.313477|1.538268|1.578092|84.426686|6.225601|26.194364997946415|111.938153046764242|-129.736751|51.840256|52.492800
1619494826|Apr 27 03:40:26|15|251.321174|251.319651|1.538210|1.578021|84.421873|6.217605|26.192906014467738|111.936636305719659|-129.732553|49.976320|50.528512
1619494828|Apr 27 03:40:28|15|251.327222|251.325698|1.537746|1.577545|84.426686|6.225601|26.194220100191828|111.938812852701759|-129.736468|51.223552|51.680512
1619494829|Apr 27 03:40:29|16|251.332938|251.331416|1.538404|1.578192|84.400026|6.226533|26.193589867968363|111.937086225205405|-129.710529|50.320128|50.839808
1619494831|Apr 27 03:40:31|14|251.339443|251.337919|1.537223|1.576999|84.426686|6.225601|26.194075164697360|111.939472727457016|-129.736185|49.273088|49.876736
1619494832|Apr 27 03:40:32|16|251.346328|251.344806|1.537907|1.577670|84.426686|6.225601|26.192632493617161|111.936809286833508|-129.737288|25.681664|26.418176
1619494834|Apr 27 03:40:34|15|251.352047|251.350526|1.538574|1.578326|84.400026|6.226533|26.194975742364889|111.938346863380616|-129.710020|25.089280|25.585152
1619494835|Apr 27 03:40:35|13|251.358133|251.356611|1.537359|1.577099|84.439292|6.230278|26.192765172016337|111.937814623430299|-129.749469|26.419456|26.904832
1619494837|Apr 27 03:40:37|14|251.364270|251.362749|1.538057|1.577785|84.400026|6.226533|26.194833203731946|111.939000816250982|-129.709740|30.860800|31.688960
1619494838|Apr 27 03:40:38|16|251.369435|251.367915|1.538573|1.578291|84.400026|6.226533|26.194494833901345|111.937819241762540|-129.710235|25.095424|26.083072
1619494839|Apr 27 03:40:39|14|251.375769|251.374248|1.537933|1.577639|84.418103|6.222703|26.192512716243492|111.936636737979612|-129.728775|19.024896|20.025344
1619494841|Apr 27 03:40:41|15|251.381657|251.380138|1.538055|1.577750|84.400026|6.226533|26.194352248383922|111.938473293802602|-129.709955|18.792448|19.355648
1619494842|Apr 27 03:40:42|14|251.388543|251.387025|1.538743|1.578424|84.400026|6.226533|26.192911295131807|111.935806807666097|-129.711059|25.710592|26.201600
1619494844|Apr 27 03:40:44|14|251.394687|251.393168|1.538275|1.577945|84.404818|6.234553|26.194154960367811|111.937911166173720|-129.714981|26.203392|26.773248
1619494845|Apr 27 03:40:45|15|251.400204|251.398685|1.538049|1.577708|84.426686|6.225601|26.193044346159077|111.937041301972300|-129.737197|25.228800|25.792256
1619494847|Apr 27 03:40:47|12|251.405931|251.404414|1.538741|1.578389|84.400026|6.226533|26.195399465771622|111.938552885128047|-129.709941|24.342528|24.894720
1619494848|Apr 27 03:40:48|14|251.412471|251.410954|1.538308|1.577943|84.392230|6.229866|26.193416105572666|111.937044921910001|-129.702747|25.869568|26.391296
1619494850|Apr 27 03:40:50|14|251.417588|251.416071|1.538039|1.577664|84.426686|6.225601|26.195528617479361|111.939795957143701|-129.736075|23.979776|24.531200
1619494851|Apr 27 03:40:51|14|251.423684|251.422168|1.538777|1.578391|84.387458|6.221860|26.194685338892633|111.937708402741876|-129.697717|18.050304|18.574080
1619494852|Apr 27 03:40:52|15|251.429641|251.428125|1.538557|1.578159|84.326323|6.227046|26.193265998272246|111.936489591006122|-129.637072|26.251520|27.200256
1619494854|Apr 27 03:40:54|13|251.435541|251.434025|1.538221|1.577812|84.400026|6.226533|26.194775606037915|111.938680082488588|-129.709875|24.805632|25.462528
1619494855|Apr 27 03:40:55|15|251.441506|251.439991|1.538670|1.578250|84.439292|6.230278|26.193821549239267|111.936923969034581|-129.749867|25.007616|25.538048
1619494857|Apr 27 03:40:57|14|251.448013|251.446499|1.538553|1.578120|84.422911|6.226258|26.195053026140933|111.938465176704042|-129.732856|757.412608|758.074624
1619494859|Apr 27 03:40:59|13|251.455050|251.453536|1.538186|1.577740|84.548693|6.232475|26.195732310034245|111.939789337844928|-129.858089|253.512704|254.046208
1619494861|Apr 27 03:41:01|15|251.463969|251.462452|1.536813|1.576349|84.418553|6.236807|26.194367198149870|111.940436798009245|-129.727648|504.557824|505.031680
1619494863|Apr 27 03:41:03|13|251.471172|251.469661|1.539398|1.578920|84.457037|6.220797|26.197003948355082|111.939291737035660|-129.766668|466.220800|466.704384
1619494864|Apr 27 03:41:04|15|251.478411|251.476897|1.537569|1.577077|84.503576|6.241742|26.193542052325832|111.938343020858284|-129.813544|466.787584|467.405568
1619494866|Apr 27 03:41:06|15|251.488869|251.487358|1.538771|1.578259|84.328638|6.218961|26.192894216126852|111.935744327778252|-129.639697|303.780352|304.256256
1619494868|Apr 27 03:41:08|14|251.493869|251.492360|1.539712|1.579191|84.475681|6.223141|26.195941591508003|111.937628079958571|-129.785998|471.396352|471.904000
1619494870|Apr 27 03:41:10|14|251.501592|251.500080|1.538024|1.577488|84.482428|6.229880|26.195204590823060|111.939461407265313|-129.791953|474.814464|475.264768
1619494872|Apr 27 03:41:12|14|251.509525|251.508016|1.539520|1.578969|84.475681|6.223141|26.196557214928617|111.938607639858930|-129.785594|304.891392|305.379584
1619494874|Apr 27 03:41:14|12|251.515876|251.514367|1.538893|1.578329|84.548693|6.232475|26.197540669535172|111.940675252625581|-129.857748|508.652288|509.132032
1619494876|Apr 27 03:41:16|13|251.526005|251.524495|1.538304|1.577721|84.413346|6.223870|26.195867036424126|111.939753169611038|-129.722760|479.457024|479.985664
1619494877|Apr 27 03:41:17|13|251.533547|251.532041|1.540010|1.579412|84.479933|6.212628|26.194675597581032|111.935765781959617|-129.791016|308.325120|308.950528
1619494879|Apr 27 03:41:19|14|251.539630|251.538121|1.538454|1.577844|84.541872|6.225694|26.195197272466338|111.938779950192426|-129.851686|532.248320|532.777984
1619494881|Apr 27 03:41:21|13|251.548424|251.546915|1.537638|1.577011|84.463761|6.227562|26.194311621979161|111.939082741088185|-129.773430|890.899968|891.433472
1619494883|Apr 27 03:41:23|13|251.557982|251.556475|1.538425|1.577780|84.444912|6.224351|26.194011026197742|111.937517995729806|-129.755239|231.409664|231.930880
1619494885|Apr 27 03:41:25|14|251.564021|251.562512|1.537041|1.576384|84.522300|6.244093|26.194684372157411|111.940430031845153|-129.831404|266.470400|266.955264
1619494887|Apr 27 03:41:27|14|251.573080|251.571572|1.537891|1.577217|84.420236|6.226305|26.194783653516659|111.939205583232592|-129.729862|233.846272|234.331392
1619494888|Apr 27 03:41:28|13|251.579787|251.578280|1.537417|1.576730|84.438213|6.228985|26.192652487267154|111.937599269106386|-129.748480|180.252672|180.762112
1619494890|Apr 27 03:41:30|12|251.586526|251.585018|1.537131|1.576431|84.396310|6.237842|26.193600826000733|111.939092911876600|-129.705961|305.730816|306.264320
1619494892|Apr 27 03:41:32|14|251.593362|251.591856|1.537821|1.577108|84.389399|6.228678|26.195166440298074|111.939738019564828|-129.698806|223.868160|224.855808
1619494893|Apr 27 03:41:33|13|251.600249|251.598745|1.538512|1.577786|84.389399|6.228678|26.193726846027545|111.937067407119585|-129.699912|360.997632|361.451520
1619494895|Apr 27 03:41:35|14|251.607851|251.606346|1.537886|1.577145|84.420236|6.226305|26.193822755477086|111.938154620402941|-129.730290|688.520192|689.430016
1619494897|Apr 27 03:41:37|14|251.616446|251.614942|1.538444|1.577686|84.484776|6.230382|26.194045651605556|111.937525882750222|-129.795101|450.185216|451.060992
1619494899|Apr 27 03:41:39|11|251.623590|251.622088|1.538660|1.577889|84.422911|6.226258|26.195059092811590|111.938303740628555|-129.732925|322.836224|323.496960
1619494901|Apr 27 03:41:41|11|251.631863|251.630361|1.538826|1.578039|84.410334|6.228279|26.195234799396090|111.938237870841746|-129.720379|976.832768|977.315072
1619494903|Apr 27 03:41:43|11|251.640734|251.639233|1.539101|1.578297|84.484776|6.230382|26.195062422147750|111.937616531849429|-129.795082|193.951232|194.505984
1619494905|Apr 27 03:41:45|12|251.648325|251.646825|1.538715|1.577896|84.444912|6.224351|26.195334253144544|111.938521071868934|-129.754838|370.359040|370.916608
1619494907|Apr 27 03:41:47|13|251.656431|251.654929|1.537361|1.576526|84.374731|6.239887|26.194559474785720|111.939790180258498|-129.684105|335.271168|335.795200
1619494908|Apr 27 03:41:48|14|251.663452|251.661951|1.538221|1.577372|84.420236|6.226305|26.193144363035792|111.936882508194643|-129.730817|268.675584|269.130752
1619494910|Apr 27 03:41:50|13|251.669828|251.668328|1.538235|1.577375|84.460090|6.232341|26.194561825159319|111.938421777332195|-129.770044|286.885888|287.355392
1619494912|Apr 27 03:41:52|13|251.677410|251.675909|1.537815|1.576940|84.414093|6.226718|26.194816713513191|111.939361211706270|-129.723653|200.257024|200.790528
1619494913|Apr 27 03:41:53|13|251.684643|251.683144|1.538049|1.577160|84.398403|6.222954|26.192809908226266|111.936782385626188|-129.709019|360.900352|361.362944
1619494915|Apr 27 03:41:55|12|251.690774|251.689277|1.538886|1.577985|84.434857|6.221840|26.194979380912976|111.937862478021430|-129.745057|324.270336|324.731904
1619494917|Apr 27 03:41:57|12|251.698449|251.696952|1.539035|1.578119|84.462894|6.227029|26.195568746333244|111.938278852310731|-129.772928|281.933312|282.481664
1619494919|Apr 27 03:41:59|13|251.705853|251.704355|1.538024|1.577094|84.429237|6.234722|26.195534637649587|111.939825500339339|-129.738614|267.482112|267.966208
1619494920|Apr 27 03:42:00|12|251.712636|251.711141|1.538987|1.578044|84.457037|6.220797|26.194359767005309|111.937021150766370|-129.767582|333.710080|334.567680
1619494922|Apr 27 03:42:02|12|251.720774|251.719278|1.538725|1.577766|84.420236|6.226305|26.194331095195430|111.937399671559831|-129.730620|478.451456|478.937600
1619494924|Apr 27 03:42:04|13|251.727206|251.725711|1.538701|1.577729|84.460090|6.232341|26.195680931022657|111.938926455951844|-129.769851|488.147200|488.632064
1619494926|Apr 27 03:42:06|12|251.736439|251.734944|1.538550|1.577561|84.420236|6.226305|26.194952107073554|111.938359427886866|-129.730225|493.582336|494.113280
1619494928|Apr 27 03:42:08|12|251.744012|251.742518|1.538947|1.577943|84.378962|6.222610|26.195788074497749|111.938658788586395|-129.688839|352.410112|353.129984
1619494930|Apr 27 03:42:10|12|251.751617|251.750123|1.538048|1.577029|84.389399|6.228678|26.195689136863827|111.939958684517848|-129.698722|330.274816|330.770688
1619494931|Apr 27 03:42:11|14|251.758566|251.757072|1.538327|1.577295|84.460090|6.232341|26.193916558734124|111.937566594096836|-129.770395|211.529472|212.462848
1619494933|Apr 27 03:42:13|13|251.765566|251.764072|1.537708|1.576662|84.389399|6.228678|26.194444654195074|111.939119705226929|-129.699055|409.455104|410.439424
1619494935|Apr 27 03:42:15|13|251.773914|251.772423|1.539218|1.578157|84.448965|6.231752|26.195512688052943|111.937929635332793|-129.759146|212.937984|213.857792
1619494936|Apr 27 03:42:16|13|251.779416|251.777924|1.538652|1.577580|84.460090|6.232341|26.194174077497884|111.937340961980865|-129.770495|558.187008|559.109888
1619494938|Apr 27 03:42:18|16|251.789245|251.787754|1.538763|1.577672|84.447624|6.228810|26.193205605116994|111.936099219925325|-129.758539|230.852096|231.329280
1619494940|Apr 27 03:42:20|14|251.795386|251.793894|1.537774|1.576671|84.373621|6.239061|26.194083493259271|111.938618330267516|-129.683483|313.397248|313.874688
1619494942|Apr 27 03:42:22|13|251.801894|251.800405|1.539498|1.578383|84.434857|6.221840|26.196610077786069|111.938699946927983|-129.744732|488.521728|489.342208
1619494944|Apr 27 03:42:24|14|251.811581|251.810092|1.538873|1.577739|84.446333|6.224122|26.195223886809025|111.938152848728919|-129.756414|224.067840|224.646656
1619494945|Apr 27 03:42:25|13|251.818111|251.816621|1.538498|1.577352|84.349637|6.222643|26.193289704764290|111.936607388649549|-129.660338|546.261760|546.800384
1619494947|Apr 27 03:42:27|15|251.826241|251.824750|1.537322|1.576160|84.411248|6.232030|26.192622669538935|111.937715651244744|-129.721465|490.788096|491.712256
1619494949|Apr 27 03:42:29|14|251.834901|251.833412|1.538319|1.577140|84.448965|6.231752|26.193108201726758|111.936687934204969|-129.759627|217.979392|218.717184
1619494951|Apr 27 03:42:31|17|251.841793|251.840306|1.539004|1.577811|84.448965|6.231752|26.194630266586842|111.937292882447892|-129.759400|221.613056|222.140928
1619494953|Apr 27 03:42:33|12|251.847306|251.845818|1.538415|1.577212|84.460090|6.232341|26.196237054713258|111.939986850619349|-129.769412|418.852352|419.454976
1619494954|Apr 27 03:42:34|13|251.854370|251.852883|1.538316|1.577099|84.463761|6.227562|26.194115670223617|111.937804120152535|-129.773969|559.915264|561.001472
1619494956|Apr 27 03:42:36|13|251.863457|251.861971|1.538455|1.577221|84.484776|6.230382|26.193694119176335|111.937121231206035|-129.795266|306.703616|307.155712
1619494958|Apr 27 03:42:38|13|251.873040|251.871553|1.538084|1.576832|84.271226|6.232600|26.192562212068538|111.936454007931104|-129.581977|556.418304|556.926208
1619494960|Apr 27 03:42:40|13|251.880040|251.878556|1.539323|1.578057|84.448965|6.231752|26.194397031728684|111.936534543107840|-129.759717|302.556672|303.058688
1619494962|Apr 27 03:42:42|14|251.886318|251.884833|1.538293|1.577014|84.404446|6.228948|26.195148951989822|111.938979126323744|-129.714175|213.374720|214.200576
1619494963|Apr 27 03:42:43|12|251.893745|251.892260|1.538217|1.576924|84.364689|6.230631|26.192787142663448|111.936494520758373|-129.675427|476.415232|476.915712
1619494965|Apr 27 03:42:45|14|251.900666|251.899182|1.538221|1.576914|84.405766|6.231890|26.193809125655569|111.937615374116092|-129.716048|309.273600|309.766144
1619494967|Apr 27 03:42:47|14|251.907558|251.906075|1.538910|1.577591|84.405766|6.231890|26.195334871538329|111.938216557386696|-129.715822|221.502464|221.976832
1619494969|Apr 27 03:42:49|14|251.915638|251.914153|1.537389|1.576054|84.403186|6.224260|26.194461328401232|111.939637486453123|-129.712623|316.527104|317.010432
1619494970|Apr 27 03:42:50|14|251.921403|251.919921|1.538438|1.577092|84.475681|6.223141|26.194071227509568|111.937562868871794|-129.785990|509.188352|509.672704
1619494972|Apr 27 03:42:52|13|251.931133|251.929651|1.538842|1.577477|84.420236|6.226305|26.193378987702260|111.936167447035302|-129.731125|319.453696|319.934464
1619494974|Apr 27 03:42:54|12|251.937769|251.936288|1.538670|1.577292|84.460090|6.232341|26.194480440141916|111.937650706763932|-129.770370|532.754688|533.242368
1619494976|Apr 27 03:42:56|13|251.943942|251.942461|1.538921|1.577531|84.475681|6.223141|26.196208730806639|111.939162780749442|-129.785352|584.989952|588.849920
1619494978|Apr 27 03:42:58|13|251.953449|251.951969|1.538482|1.577074|84.460090|6.232341|26.195081604740530|111.938608449178219|-129.769975|238.976000|239.451392
1619494980|Apr 27 03:43:00|12|251.959597|251.958118|1.538726|1.577306|84.475681|6.223141|26.196822455504083|111.940145445143983|-129.784946|585.388544|585.928704
1619494982|Apr 27 03:43:02|13|251.968945|251.967467|1.538965|1.577527|84.389399|6.228678|26.196285666124908|111.939179279960982|-129.699064|321.535488|322.018816
1619494983|Apr 27 03:43:03|12|251.976728|251.975250|1.538646|1.577193|84.404446|6.228948|26.193499603266829|111.936607280231030|-129.715150|157.542656|158.048000
1619494985|Apr 27 03:43:05|12|251.982688|251.981208|1.537733|1.576268|84.429237|6.234722|26.194560497481334|111.939208245579039|-129.738858|139.009536|139.517952
1619494987|Apr 27 03:43:07|14|251.990321|251.988842|1.537913|1.576434|84.403186|6.224260|26.195201307204883|111.939631530398430|-129.712639|37.598720|38.067968
1619494988|Apr 27 03:43:08|13|251.993995|251.992519|1.539017|1.577531|84.457037|6.220797|26.196335607133804|111.939151577261384|-129.766715|342.483712|343.011072
